identifier,name,opens,openingHours,geoCoordinates.latitude,geoCoordinates.longitude,reservation,hasBreakfast,hasBrunch,hasLunch,hasDinner,isVegetarian,isVegan,main_dishes
2019,Zunfthaus zur Zimmerleuten,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr,Sa,Su 11:30:00-22:30:00']",47.370637,8.543231,1,0,0,1,1,0,0,['culinary-local-specialities']
2014,tibits Seefeld,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th 07:00:00-22:00:00', 'Fr 07:00:00-23:00:00', 'Sa 08:00:00-23:00:00', 'Su 09:00:00-22:00:00']",47.364953,8.547887,0,1,1,1,1,1,1,"['culinary-vegan', 'culinary-vegetarian']"
2005,Terrasse,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th 11:30:00-23:00:00', 'Fr,Sa 11:30:00-00:00:00', 'Su 09:00:00-23:00:00']",47.367778,8.544484,0,0,1,0,0,0,0,"['culinary-italian', 'culinary-mediterranean', 'culinary-pizza', 'atmosphere', 'atmosphere-glamurous-and-chic']"
1924,Tschingg Oberdorf,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']","['Mo,Tu,We,Th 08:00:00-22:00:00', 'Fr 08:00:00-23:00:00', 'Sa 09:00:00-23:00:00']",47.368295,8.545987,0,0,0,1,1,1,0,"['culinary-italian', 'culinary-vegetarian', 'culinary-pizza']"
1833,Restaurant Wassberg,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr 11:30:00-14:00:00', 'Mo,Tu,We,Th,Fr 18:00:00-22:00:00']",47.333187,8.650121,0,0,0,1,1,0,0,['culinary-local-specialities']
1801,mundArtbeiz,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']","['Tu,We,Th,Fr,Sa 08:30:00-23:00:00']",47.229054,8.824502,0,0,0,1,1,0,0,['culinary-local-specialities']
1789,Landgasthof Halbinsel Au,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr,Sa,Su 11:00:00-23:00:00']",47.249214,8.646701,0,1,1,1,1,0,0,"['culinary-local-specialities', 'culinary-fish']"
1786,Frohberg Jona,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu 11:00:00-14:00:00', 'Mo,Tu 17:30:00-22:30:00', 'We,Th 11:00:00-22:00:00', 'Fr,Sa,Su 11:00:00-22:30:00']",47.241454,8.827818,0,0,0,1,1,1,0,"['culinary-vegetarian', 'culinary-fish', 'culinary-mediterranean']"
1779,Restaurant auf dem Bächlihof,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,47.2198519,8.8434325,0,0,1,1,1,0,0,['culinary-local-specialities']
1777,Restaurant Juckerhof,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,47.343803,8.772844,0,1,1,1,1,1,0,"['culinary-vegetarian', 'culinary-local-specialities', 'culinary-bbq']"
1769,Fuego 2.0,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr 06:30:00-23:00:00', 'Sa 07:30:00-10:30:00', 'Sa 17:30:00-23:30:00', 'Su 07:30:00-11:00:00', 'Su 17:30:00-23:00:00']",47.168346,8.727199,1,1,0,1,1,0,0,"['culinary-local-specialities', 'culinary-bbq']"
1738,Gourmetbar,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr,Sa,Su 12:00:00-14:00:00', 'Mo,Tu,We,Th,Fr,Sa,Su 18:00:00-22:00:00']",47.389136,8.516744,0,0,0,0,0,0,0,[]
1729,Kafischnaps,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr 08:00:00-00:00:00', 'Sa 09:00:00-00:00:00', 'Su 09:00:00-22:00:00']",47.391225,8.535997,0,1,0,1,0,0,0,['atmosphere-relaxed-and-cosy']
1719,Jules Verne Panorama Bar,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']","['Tu,We,Th 17:30:00-23:00:00', 'Fr 17:30:00-00:00:00', 'Sa 14:00:00-00:00:00']",47.374238,8.539406,0,0,0,1,0,0,0,['atmosphere-glamurous-and-chic']
1710,Henrici,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo 08:00:00-22:00:00', 'Tu,We,Th 08:00:00-23:00:00', 'Fr 08:00:00-00:00:00', 'Sa 09:00:00-00:00:00', 'Su 09:00:00-22:00:00']",47.372662,8.543608,0,0,1,0,0,0,0,[]
1706,Frohberg Stäfa,,,47.2446,8.736289,0,0,0,1,1,1,0,"['culinary-vegetarian', 'culinary-local-specialities']"
1687,Dieci al lago,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr,Sa,Su 09:00:00-00:00:00']",47.225499,8.815631,0,0,0,1,1,0,0,"['culinary-italian', 'culinary-pasta', 'culinary-pizza']"
1673,Gibswilerstube,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Tu,We,Th,Fr,Sa 08:00:00-22:00:00', 'Su 09:00:00-22:00:00']",47.31336,8.913882,0,0,0,1,1,0,0,"['culinary-italian', 'culinary-local-specialities', 'culinary-pasta', 'culinary-pizza', 'audience-info-children']"
1658,Restaurant «Ö»,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']","['Mo,Tu,We,Th,Fr 11:30:00-00:00:00']",47.408445,8.546438,0,0,0,1,1,0,0,['culinary-mediterranean']
1651,Brasserie Schiller,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Tu,We,Th,Fr 11:30:00-14:00:00', 'Tu,We,Th,Fr,Sa 17:30:00-00:00:00', 'Su 10:00:00-00:00:00']",47.365512,8.547342,0,0,1,1,1,0,0,['culinary-french']
1591,Clouds Bar & Bistro,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']","['Tu,We,Th 11:00:00-22:00:00', 'Fr,Sa 11:00:00-23:00:00']",47.386021,8.517188,0,0,1,0,0,0,0,"['atmosphere', 'atmosphere-glamurous-and-chic']"
1574,Carlton Restaurants & Bar,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']","['Mo,Tu,We,Th,Fr 11:30:00-00:00:00', 'Sa 10:30:00-00:00:00']",47.371459,8.537801,0,0,1,0,0,0,0,"['culinary-international', 'culinary-local-specialities', 'atmosphere', 'atmosphere-glamurous-and-chic']"
1524,Brasserie Louis,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu 17:00:00-22:00:00', 'We,Th 11:30:00-14:00:00', 'We,Th 17:30:00-22:00:00', 'Fr,Sa,Su 11:30:00-23:00:00']",47.372981,8.543859,0,0,0,1,1,0,0,"['culinary-fish', 'culinary-french']"
1509,Brasserie Lipp,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']","['Tu,We,Th,Fr 12:00:00-15:00:00', 'Tu,We,Th,Fr 18:00:00-23:00:00', 'Sa 12:00:00-23:00:00']",47.374238,8.539406,1,1,1,1,1,0,0,"['culinary-fish', 'culinary-french', 'culinary-mediterranean']"
1501,Brasserie Federal,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Su 09:00:00-22:00:00', 'Th,Fr,Sa 09:00:00-00:00:00']",47.378024,8.540705,0,1,1,1,1,0,0,['culinary-local-specialities']
1477,Bodega Española,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']","['Mo,Tu,We,Th,Fr,Sa,Su 10:30:00-00:00:00']",47.371221,8.544161,0,0,0,1,1,0,0,"['culinary-mediterranean', 'culinary-spanish']"
